LAMMPS data file: diamond lathe fixture (rail + tool + two rotating grippers)

56268 atoms
3 atom types

-119.9000 97.2880 xlo xhi
-169.1030 127.0580 ylo yhi
-64.8650 78.4450 zlo zhi

Masses

1 12.0110  # C (diamond)
2 1.0080  # H (diamond surface termination)
3 63.5460          # Cu (workpiece, added later)

Atoms # full

8470 2 2 0.0 54.9350 27.6310 8.3900
8471 2 2 0.0 56.1680 27.6340 6.1210
8472 2 2 0.0 57.4780 27.6480 8.3240
8473 2 2 0.0 58.7080 27.6520 6.0530
8474 2 2 0.0 60.0240 27.6740 8.2550
8475 2 2 0.0 61.2500 27.6800 5.9810
8476 2 2 0.0 62.5670 27.7110 8.1770
8477 2 2 0.0 63.7930 27.7170 5.9020
8478 2 2 0.0 23.0170 27.7450 11.1040
8479 2 2 0.0 24.3290 27.7560 13.3210
8480 2 2 0.0 25.5690 27.6860 11.0890
8481 2 2 0.0 26.8810 27.7000 13.3020
8482 2 2 0.0 28.1100 27.6560 11.0750
8483 2 2 0.0 29.4250 27.6720 13.2830
8484 2 2 0.0 30.6550 27.6450 11.0540
8485 2 2 0.0 31.9750 27.6600 13.2560
8486 2 2 0.0 33.2070 27.6460 11.0270
8487 2 2 0.0 34.5300 27.6570 13.2240
8488 2 2 0.0 35.7630 27.6550 10.9940
8489 2 2 0.0 37.0900 27.6610 13.1890
8490 2 2 0.0 38.3280 27.6670 10.9570
8491 2 2 0.0 39.6560 27.6650 13.1490
8492 2 2 0.0 40.9000 27.6730 10.9160
8493 2 2 0.0 42.2260 27.6650 13.1050
8494 2 2 0.0 43.4730 27.6690 10.8700
8495 2 2 0.0 44.7940 27.6600 13.0580
8496 2 2 0.0 46.0430 27.6570 10.8180
8497 2 2 0.0 47.3590 27.6520 13.0070
8498 2 2 0.0 48.6040 27.6410 10.7630
8499 2 2 0.0 49.9160 27.6460 12.9540
8500 2 2 0.0 51.1550 27.6310 10.7070
8501 2 2 0.0 52.4690 27.6480 12.9000
8502 2 2 0.0 53.7010 27.6340 10.6490
8503 2 2 0.0 55.0190 27.6590 12.8440
8504 2 2 0.0 56.2480 27.6490 10.5880
8505 2 2 0.0 57.5710 27.6790 12.7830
8506 2 2 0.0 58.7970 27.6730 10.5230
8507 2 2 0.0 60.1170 27.7100 12.7130
8508 2 2 0.0 61.3410 27.7080 10.4480
8509 2 2 0.0 25.6360 27.7750 15.5310
8510 2 2 0.0 26.9360 27.8070 17.7240
8511 2 2 0.0 28.1900 27.7230 15.5060
8512 2 2 0.0 29.4980 27.7590 17.6870
8513 2 2 0.0 30.7380 27.6980 15.4820
8514 2 2 0.0 32.0500 27.7400 17.6550
8515 2 2 0.0 33.2920 27.6870 15.4500
8516 2 2 0.0 34.6070 27.7300 17.6200
8517 2 2 0.0 35.8500 27.6830 15.4150
8518 2 2 0.0 37.1700 27.7260 17.5820
8519 2 2 0.0 38.4130 27.6830 15.3760
8520 2 2 0.0 39.7350 27.7240 17.5410
8521 2 2 0.0 40.9800 27.6830 15.3340
8522 2 2 0.0 42.3020 27.7230 17.4990
8523 2 2 0.0 43.5490 27.6810 15.2910
8524 2 2 0.0 44.8710 27.7190 17.4540
8525 2 2 0.0 46.1150 27.6760 15.2430
8526 2 2 0.0 47.4370 27.7160 17.4070
8527 2 2 0.0 48.6770 27.6720 15.1930
8528 2 2 0.0 50.0000 27.7140 17.3580
8529 2 2 0.0 51.2350 27.6730 15.1420
8530 2 2 0.0 52.5590 27.7170 17.3080
8531 2 2 0.0 53.7910 27.6800 15.0890
8532 2 2 0.0 55.1180 27.7250 17.2560
8533 2 2 0.0 56.3450 27.6940 15.0340
8534 2 2 0.0 57.6710 27.7430 17.2010
8535 2 2 0.0 58.8940 27.7200 14.9700
8536 2 2 0.0 28.2440 27.9130 19.8430
8537 2 2 0.0 30.8050 27.8820 19.8130
8538 2 2 0.0 33.3610 27.8670 19.7760
8539 2 2 0.0 35.9240 27.8590 19.7390
8540 2 2 0.0 38.4880 27.8550 19.6990
8541 2 2 0.0 41.0570 27.8520 19.6580
8542 2 2 0.0 43.6250 27.8490 19.6140
8543 2 2 0.0 46.1930 27.8450 19.5690
8544 2 2 0.0 48.7600 27.8410 19.5220
8545 2 2 0.0 51.3230 27.8400 19.4740
8546 2 2 0.0 53.8850 27.8430 19.4260
8547 2 2 0.0 56.4430 27.8530 19.3760
8548 2 2 0.0 15.2600 26.3520 -13.8750
8549 2 2 0.0 20.1710 26.3470 -22.9660
8550 2 2 0.0 21.4010 26.3390 -25.2450
8551 2 2 0.0 25.1000 26.3080 -32.0610
8552 2 2 0.0 16.4850 26.3480 -16.1390
8553 2 2 0.0 17.7110 26.3480 -18.4100
8554 2 2 0.0 18.9400 26.3490 -20.6870
8555 2 2 0.0 22.6320 26.3270 -27.5210
8556 2 2 0.0 23.8610 26.3120 -29.7910
8557 2 2 0.0 14.0360 26.3650 -11.6220
8558 2 2 0.0 12.8080 26.3900 -9.3790
8559 2 2 0.0 15.5970 26.5380 1.9660
8560 2 2 0.0 20.8520 26.5620 10.8880
8561 2 2 0.0 26.0950 26.6550 19.7530
8562 2 2 0.0 12.9670 26.4970 -2.4580
8563 2 2 0.0 18.2230 26.5550 6.4260
8564 2 2 0.0 19.5380 26.5570 8.6580
8565 2 2 0.0 24.7830 26.6080 17.5400
8566 2 2 0.0 14.2840 26.5200 -0.2520
8567 2 2 0.0 16.9100 26.5490 4.1930
8568 2 2 0.0 23.4770 26.5850 15.3280
8569 2 2 0.0 22.1660 26.5690 13.1110
8570 2 2 0.0 43.6430 26.5720 20.7580
8571 2 2 0.0 46.2130 26.5670 20.7120
8572 2 2 0.0 48.7800 26.5630 20.6650
8573 2 2 0.0 51.3470 26.5600 20.6150
8574 2 2 0.0 53.9120 26.5610 20.5640
8575 2 2 0.0 56.4760 26.5670 20.5100
8576 2 2 0.0 28.2360 26.6330 20.9880
8577 2 2 0.0 30.8100 26.6050 20.9590
8578 2 2 0.0 33.3730 26.5910 20.9220
8579 2 2 0.0 35.9380 26.5830 20.8840
8580 2 2 0.0 38.5050 26.5790 20.8450
8581 2 2 0.0 41.0740 26.5760 20.8030
8582 2 2 0.0 34.9270 26.3900 -33.4740
8583 2 2 0.0 27.2270 26.3470 -33.3230
8584 2 2 0.0 29.7970 26.3490 -33.3770
8585 2 2 0.0 32.3610 26.3680 -33.4250
8586 2 2 0.0 37.4960 26.4080 -33.5200
8587 2 2 0.0 40.0650 26.4260 -33.5650
8588 2 2 0.0 42.6360 26.4420 -33.6100
8589 2 2 0.0 45.2040 26.4570 -33.6510
8590 2 2 0.0 47.7730 26.4730 -33.6930
8591 2 2 0.0 50.3390 26.4910 -33.7320
8592 2 2 0.0 52.9050 26.5100 -33.7710
8593 2 2 0.0 55.4680 26.5300 -33.8100
8594 2 2 0.0 72.1110 24.4860 -8.2020
8595 2 2 0.0 68.4620 24.2480 1.0820
8596 2 2 0.0 68.1890 22.1480 -14.8550
8597 2 2 0.0 68.2050 20.2520 -14.8640
8598 2 2 0.0 59.8820 22.3280 17.0190
8599 2 2 0.0 58.6460 22.3530 19.2590
8600 2 2 0.0 59.8420 26.5370 16.9520
8601 2 2 0.0 57.6780 24.4440 -32.6280
8602 2 2 0.0 61.1110 20.0240 14.7610
8603 2 2 0.0 61.6080 24.4510 -25.9830
8604 2 2 0.0 57.6620 26.3360 -32.6040
8605 2 2 0.0 61.6310 22.1360 -25.9940
8606 2 2 0.0 69.4530 26.3660 -12.6160
8607 2 2 0.0 58.6480 19.9900 19.2700
8608 2 2 0.0 62.9200 24.4590 -23.7570
8609 2 2 0.0 72.1820 22.3680 -5.6940
8610 2 2 0.0 72.1330 22.1650 -8.2040
8611 2 2 0.0 65.5210 26.3600 -19.2870
8612 2 2 0.0 72.1790 20.0700 -5.6970
8613 2 2 0.0 72.1420 20.2630 -8.2100
8614 2 2 0.0 69.5010 22.1520 -12.6320
8615 2 2 0.0 57.6980 22.0740 -32.6360
8616 2 2 0.0 58.6360 24.2560 19.2330
8617 2 2 0.0 65.5430 24.4640 -19.2980
8618 2 2 0.0 59.8800 20.0330 17.0280
8619 2 2 0.0 65.5810 20.2520 -19.3210
8620 2 2 0.0 66.0100 24.2320 5.6290
8621 2 2 0.0 69.5160 20.2550 -12.6380
8622 2 2 0.0 57.7140 20.1820 -32.6220
8623 2 2 0.0 61.5870 26.3480 -25.9740
8624 2 2 0.0 62.3280 24.2200 12.4580
8625 2 2 0.0 60.3350 20.2280 -28.2190
8626 2 2 0.0 62.3450 20.0190 12.4840
8627 2 2 0.0 61.0650 26.5210 14.6950
8628 2 2 0.0 68.4820 22.3400 1.0870
8629 2 2 0.0 72.1140 26.5780 -5.6960
8630 2 2 0.0 62.8980 26.3560 -23.7460
8631 2 2 0.0 62.9420 22.1440 -23.7680
8632 2 2 0.0 68.4860 20.0440 1.0830
8633 2 2 0.0 62.9580 20.2470 -23.7770
8634 2 2 0.0 61.1000 24.2260 14.7290
8635 2 2 0.0 61.6460 20.2390 -26.0010
8636 2 2 0.0 61.1130 22.3180 14.7500
8637 2 2 0.0 69.4770 24.4690 -12.6250
8638 2 2 0.0 65.5660 22.1480 -19.3120
8639 2 2 0.0 62.2900 26.5160 12.4300
8640 2 2 0.0 59.8710 24.2410 16.9950
8641 2 2 0.0 62.3450 22.3130 12.4760
8642 2 2 0.0 72.0810 26.3880 -8.2040
8643 2 2 0.0 72.1620 24.2800 -5.6940
8644 2 2 0.0 66.8310 26.3610 -17.0590
8645 2 2 0.0 70.8280 20.2610 -10.4190
8646 2 2 0.0 70.8150 22.1580 -10.4140
8647 2 2 0.0 66.8550 24.4640 -17.0700
8648 2 2 0.0 60.2980 24.4400 -28.2080
8649 2 2 0.0 66.8770 22.1480 -17.0830
8650 2 2 0.0 68.1650 24.4650 -14.8450
8651 2 2 0.0 66.8940 20.2510 -17.0920
8652 2 2 0.0 60.3200 22.1250 -28.2170
8653 2 2 0.0 60.2780 26.3370 -28.1980
8654 2 2 0.0 70.7910 24.4750 -10.4090
8655 2 2 0.0 68.1420 26.3620 -14.8350
8656 2 2 0.0 70.7660 26.3730 -10.4060
8657 2 2 0.0 64.2310 24.4630 -21.5280
8658 2 2 0.0 64.2090 26.3590 -21.5160
8659 2 2 0.0 64.2540 22.1470 -21.5400
8660 2 2 0.0 64.2690 20.2510 -21.5510
8661 2 2 0.0 59.0250 20.2080 -30.4320
8662 2 2 0.0 59.0100 22.1100 -30.4360
8663 2 2 0.0 58.9710 26.3310 -30.4140
8664 2 2 0.0 58.9890 24.4290 -30.4280
8665 2 2 0.0 63.5740 22.3140 10.1980
8666 2 2 0.0 64.7850 24.2250 7.9070
8667 2 2 0.0 67.1910 26.5370 3.3360
8668 2 2 0.0 67.2590 20.0360 3.3580
8669 2 2 0.0 69.6450 26.5540 -1.1970
8670 2 2 0.0 69.7110 22.3490 -1.1800
8671 2 2 0.0 70.9430 22.3590 -3.4410
8672 2 2 0.0 63.5160 26.5170 10.1600
8673 2 2 0.0 70.8780 26.5630 -3.4520
8674 2 2 0.0 63.5760 20.0190 10.2030
8675 2 2 0.0 67.2360 24.2400 3.3530
8676 2 2 0.0 70.9450 20.0620 -3.4470
8677 2 2 0.0 69.7150 20.0520 -1.1860
8678 2 2 0.0 64.8020 22.3190 7.9180
8679 2 2 0.0 66.0280 22.3250 5.6380
8680 2 2 0.0 63.5560 24.2210 10.1840
8681 2 2 0.0 70.9240 24.2660 -3.4420
8682 2 2 0.0 69.6910 24.2560 -1.1830
8683 2 2 0.0 64.7410 26.5220 7.8850
8684 2 2 0.0 65.9670 26.5290 5.6100
8685 2 2 0.0 66.0330 20.0300 5.6370
8686 2 2 0.0 64.8050 20.0230 7.9200
8687 2 2 0.0 67.2550 22.3330 3.3600
8688 2 2 0.0 58.6140 26.6170 19.1850
8689 2 2 0.0 68.4170 26.5450 1.0660
8690 2 2 0.0 32.5800 18.6340 -29.4620
8691 2 2 0.0 55.8760 18.7370 -16.4230
8692 2 2 0.0 51.4720 18.7470 19.5960
8693 2 2 0.0 57.6320 18.7450 8.3500
8694 2 2 0.0 54.4220 18.7710 -27.6170
8695 2 2 0.0 23.7130 18.5230 -27.0000
8696 2 2 0.0 57.4520 18.7860 -0.6470
8697 2 2 0.0 31.3410 18.6450 -27.2120
8698 2 2 0.0 55.7980 18.7660 -20.9180
8699 2 2 0.0 28.8730 18.6630 -22.6780
8700 2 2 0.0 42.3480 18.7680 13.1300
8701 2 2 0.0 30.0180 18.6220 -29.4080
8702 2 2 0.0 61.1440 18.7700 -7.4960
8703 2 2 0.0 54.5570 18.7320 -18.6530
8704 2 2 0.0 24.0310 18.7030 -9.0650
8705 2 2 0.0 37.2200 18.7610 13.2210
8706 2 2 0.0 50.6100 18.7380 -25.3320
8707 2 2 0.0 56.3990 18.7460 10.6220
8708 2 2 0.0 28.7820 18.6370 -27.1530
8709 2 2 0.0 28.3690 18.7900 19.9750
8710 2 2 0.0 30.5800 18.8900 2.1180
8711 2 2 0.0 26.9730 18.7880 13.3610
8712 2 2 0.0 19.0870 18.7430 -0.0110
8713 2 2 0.0 27.0440 18.8280 17.8060
8714 2 2 0.0 40.4260 18.8120 -20.7050
8715 2 2 0.0 15.1540 18.6890 -6.6610
8716 2 2 0.0 48.7120 18.7440 10.7750
8717 2 2 0.0 26.2290 18.6210 -27.0870
8718 2 2 0.0 13.9220 18.6910 -4.4180
8719 2 2 0.0 30.1060 18.6520 -24.9490
8720 2 2 0.0 51.3670 18.7720 15.1980
8721 2 2 0.0 51.8590 18.7470 -27.5820
8722 2 2 0.0 25.0870 18.6640 -20.3380
8723 2 2 0.0 49.2300 18.6990 -31.9770
8724 2 2 0.0 30.2810 18.7450 -15.9630
8725 2 2 0.0 62.6430 18.7820 3.7230
8726 2 2 0.0 32.0140 18.7700 8.8320
8727 2 2 0.0 44.0940 18.6680 -31.8930
8728 2 2 0.0 33.3380 18.7490 11.0490
8729 2 2 0.0 29.5990 18.8370 17.7840
8730 2 2 0.0 33.4080 18.7880 15.5140
8731 2 2 0.0 17.6980 18.6930 -6.7040
8732 2 2 0.0 68.7970 18.8370 -7.6270
8733 2 2 0.0 58.6030 18.8380 -7.4320
8734 2 2 0.0 24.1020 18.7320 -4.5590
8735 2 2 0.0 21.3970 18.6660 -13.5040
8736 2 2 0.0 59.9130 18.7840 -5.2150
8737 2 2 0.0 70.0320 18.8460 -9.8740
8738 2 2 0.0 68.8770 18.8300 -3.1650
8739 2 2 0.0 65.1910 18.8040 3.6480
8740 2 2 0.0 55.1660 18.7570 12.8870
8741 2 2 0.0 22.7160 18.6800 -11.2890
8742 2 2 0.0 42.4280 18.8060 17.5850
8743 2 2 0.0 62.4620 18.7630 -5.2700
8744 2 2 0.0 57.8240 18.8120 17.2730
8745 2 2 0.0 20.0810 18.6450 -15.7100
8746 2 2 0.0 29.0440 18.7560 -13.6830
8747 2 2 0.0 46.3350 18.7540 19.6950
8748 2 2 0.0 67.6460 18.8200 -0.9000
8749 2 2 0.0 41.5980 18.6890 -27.4160
8750 2 2 0.0 60.1860 18.7700 8.2810
8751 2 2 0.0 56.9230 18.7570 -32.0900
8752 2 2 0.0 26.3180 18.6560 -22.6150
8753 2 2 0.0 66.3290 18.8070 -3.1050
8754 2 2 0.0 33.2300 18.8720 6.5710
8755 2 2 0.0 28.0450 18.7900 2.1470
8756 2 2 0.0 39.7840 18.7660 13.1760
8757 2 2 0.0 30.8440 18.8000 15.5500
8758 2 2 0.0 38.5390 18.7820 15.4310
8759 2 2 0.0 43.6700 18.7810 15.3410
8760 2 2 0.0 16.3410 18.5440 -13.3530
8761 2 2 0.0 42.8440 18.6890 -29.6590
8762 2 2 0.0 35.3090 18.7920 -20.6010
8763 2 2 0.0 70.1120 18.8420 -5.4210
8764 2 2 0.0 48.0460 18.7230 -25.2940
8765 2 2 0.0 16.5450 18.7390 0.0030
8766 2 2 0.0 17.8550 18.7530 2.2290
8767 2 2 0.0 24.1810 18.7260 -0.0560
8768 2 2 0.0 59.6710 18.7930 -18.7230
8769 2 2 0.0 53.3170 18.6620 -16.3730
8770 2 2 0.0 35.9020 18.7550 11.0020
8771 2 2 0.0 24.4240 18.7850 13.3750
8772 2 2 0.0 54.9110 18.8580 -0.5810
8773 2 2 0.0 42.9870 18.8130 -20.7520
8774 2 2 0.0 58.2940 18.8070 -25.4310
8775 2 2 0.0 31.5180 18.7200 -18.2420
8776 2 2 0.0 42.2690 18.7860 8.6340
8777 2 2 0.0 36.0580 18.7710 19.8720
8778 2 2 0.0 34.5760 18.7690 8.7800
8779 2 2 0.0 46.1510 18.7600 10.8180
8780 2 2 0.0 57.0460 18.7860 -23.1780
8781 2 2 0.0 61.2320 18.7560 -2.9910
8782 2 2 0.0 48.8010 18.7720 15.2480
8783 2 2 0.0 49.2940 18.7280 -27.5430
8784 2 2 0.0 60.8500 18.8250 -25.4510
8785 2 2 0.0 55.9550 18.6660 -11.9120
8786 2 2 0.0 31.2580 18.5880 -31.6510
8787 2 2 0.0 40.2770 18.6760 -29.6130
8788 2 2 0.0 23.0250 18.7630 6.6830
8789 2 2 0.0 67.4820 18.8270 -9.8420
8790 2 2 0.0 57.2740 18.6510 -9.6770
8791 2 2 0.0 18.7960 18.5410 -17.8930
8792 2 2 0.0 19.1660 18.7610 4.4590
8793 2 2 0.0 54.4850 18.7620 -23.1450
8794 2 2 0.0 65.0990 18.7970 -0.8330
8795 2 2 0.0 27.6420 18.6750 -20.4030
8796 2 2 0.0 33.9030 18.6550 -27.2670
8797 2 2 0.0 61.5100 18.7890 10.4810
8798 2 2 0.0 53.7510 18.7750 6.1950
8799 2 2 0.0 38.6270 18.7650 19.8300
8800 2 2 0.0 64.9290 18.7950 -9.8080
8801 2 2 0.0 26.4100 18.6850 -18.1250
8802 2 2 0.0 27.5490 18.6470 -24.8880
8803 2 2 0.0 52.6030 18.7470 12.9420
8804 2 2 0.0 49.3600 18.7620 -23.0770
8805 2 2 0.0 55.2620 18.8060 17.3350
8806 2 2 0.0 55.6730 18.7790 -29.8570
8807 2 2 0.0 63.6130 18.7900 -12.0340
8808 2 2 0.0 27.7310 18.7210 -15.9050
8809 2 2 0.0 29.2600 18.8850 -0.1130
8810 2 2 0.0 50.5440 18.7350 -29.7840
8811 2 2 0.0 29.4540 18.7440 8.8670
8812 2 2 0.0 44.9960 18.8030 17.5390
8813 2 2 0.0 22.5380 18.6450 -20.2640
8814 2 2 0.0 62.3760 18.7680 -9.7690
8815 2 2 0.0 23.8570 18.6680 -18.0600
8816 2 2 0.0 57.1120 18.7700 -18.6910
8817 2 2 0.0 39.8610 18.8080 17.6300
8818 2 2 0.0 13.8800 18.5750 -8.8470
8819 2 2 0.0 61.0580 18.7640 -11.9980
8820 2 2 0.0 54.6360 18.6680 -14.1430
8821 2 2 0.0 26.7270 18.7810 -0.0860
8822 2 2 0.0 41.1960 18.7610 19.7870
8823 2 2 0.0 20.1660 18.6670 -11.2320
8824 2 2 0.0 18.8510 18.6460 -13.4370
8825 2 2 0.0 58.9570 18.7690 10.5550
8826 2 2 0.0 66.2460 18.8060 -7.5850
8827 2 2 0.0 25.4120 18.7680 -2.3210
8828 2 2 0.0 26.8130 18.7400 4.4110
8829 2 2 0.0 28.7000 18.5680 -31.5970
8830 2 2 0.0 15.2340 18.7200 -2.2140
8831 2 2 0.0 37.8670 18.8090 -20.6570
8832 2 2 0.0 24.9430 18.5060 -29.2670
8833 2 2 0.0 63.7800 18.7750 -3.0480
8834 2 2 0.0 62.5510 18.7670 -0.7700
8835 2 2 0.0 37.1440 18.7640 8.7280
8836 2 2 0.0 46.2360 18.7770 15.2960
8837 2 2 0.0 58.5100 18.7340 -11.9590
8838 2 2 0.0 27.9400 18.8780 -2.3450
8839 2 2 0.0 31.9030 18.8880 4.3470
8840 2 2 0.0 43.5890 18.7730 10.8630
8841 2 2 0.0 45.4820 18.7110 -25.2530
8842 2 2 0.0 22.8690 18.7130 -2.2910
8843 2 2 0.0 67.5620 18.8210 -5.3700
8844 2 2 0.0 20.0240 18.5430 -20.1690
8845 2 2 0.0 59.8250 18.7520 -9.7220
8846 2 2 0.0 38.9570 18.6380 -31.8010
8847 2 2 0.0 26.5740 18.7400 -9.1170
8848 2 2 0.0 27.4610 18.6040 -29.3470
8849 2 2 0.0 20.3210 18.7180 -2.2620
8850 2 2 0.0 20.4790 18.7660 6.6910
8851 2 2 0.0 63.9650 18.7970 5.9270
8852 2 2 0.0 28.2130 18.7570 11.1190
8853 2 2 0.0 21.3090 18.6460 -17.9860
8854 2 2 0.0 28.2860 18.8110 15.5770
8855 2 2 0.0 51.9250 18.7590 -23.1110
8856 2 2 0.0 50.6710 18.8080 -20.8660
8857 2 2 0.0 53.2360 18.7450 -20.8840
8858 2 2 0.0 53.6770 18.8590 1.6990
8859 2 2 0.0 49.9550 18.7510 8.5050
8860 2 2 0.0 41.6710 18.7450 -22.9520
8861 2 2 0.0 60.0930 18.7550 3.7930
8862 2 2 0.0 50.0390 18.7460 12.9930
8863 2 2 0.0 26.1780 18.4760 -31.5240
8864 2 2 0.0 25.3380 18.7360 -6.8300
8865 2 2 0.0 36.5470 18.7290 -22.8530
8866 2 2 0.0 52.6970 18.7990 17.3910
8867 2 2 0.0 53.1100 18.7550 -29.8220
8868 2 2 0.0 40.3530 18.6950 -25.1630
8869 2 2 0.0 60.9850 18.7910 -16.4930
8870 2 2 0.0 26.8950 18.7490 8.8950
8871 2 2 0.0 56.3090 18.7400 6.1370
8872 2 2 0.0 39.1090 18.7400 -22.9040
8873 2 2 0.0 22.9460 18.7360 2.2030
8874 2 2 0.0 34.6560 18.7570 13.2650
8875 2 2 0.0 34.7260 18.8160 17.7140
8876 2 2 0.0 57.3770 18.8510 -5.1500
8877 2 2 0.0 37.7100 18.6620 -29.5650
8878 2 2 0.0 37.7890 18.6860 -25.1140
8879 2 2 0.0 19.0100 18.7070 -4.4870
8880 2 2 0.0 17.5680 18.5400 -15.6200
8881 2 2 0.0 42.9170 18.7040 -25.2100
8882 2 2 0.0 66.4180 18.8110 1.3720
8883 2 2 0.0 46.7970 18.7550 -23.0380
8884 2 2 0.0 16.4640 18.7150 -4.4540
8885 2 2 0.0 63.6930 18.7740 -7.5420
8886 2 2 0.0 18.9330 18.6750 -8.9640
8887 2 2 0.0 59.0530 18.8010 15.0180
8888 2 2 0.0 59.5400 18.8140 -27.6720
8889 2 2 0.0 48.9030 18.7490 19.6480
8890 2 2 0.0 57.5420 18.7450 3.8570
8891 2 2 0.0 21.7940 18.7690 8.9230
8892 2 2 0.0 32.7580 18.7040 -20.5220
8893 2 2 0.0 46.6620 18.6830 -31.9360
8894 2 2 0.0 35.2270 18.6740 -25.0620
8895 2 2 0.0 60.0020 18.7530 -0.7080
8896 2 2 0.0 55.0740 18.7340 8.4110
8897 2 2 0.0 41.0260 18.7760 10.9080
8898 2 2 0.0 33.9870 18.7000 -22.7960
8899 2 2 0.0 58.3580 18.7910 -20.9520
8900 2 2 0.0 41.1050 18.7830 15.3870
8901 2 2 0.0 56.9830 18.7970 -27.6490
8902 2 2 0.0 17.6210 18.6530 -11.1700
8903 2 2 0.0 50.1310 18.7960 17.4430
8904 2 2 0.0 58.6830 18.7850 -2.9320
8905 2 2 0.0 25.6570 18.7740 11.1390
8906 2 2 0.0 58.2330 18.7960 -29.8870
8907 2 2 0.0 25.7360 18.8050 15.5950
8908 2 2 0.0 30.1980 18.6890 -20.4610
8909 2 2 0.0 63.8710 18.7890 1.4440
8910 2 2 0.0 44.8320 18.7760 8.5880
8911 2 2 0.0 47.4750 18.7530 13.0390
8912 2 2 0.0 71.3480 18.8500 -7.6680
8913 2 2 0.0 47.3940 18.7500 8.5450
8914 2 2 0.0 30.9280 18.7890 19.9470
8915 2 2 0.0 23.9480 18.6850 -13.5660
8916 2 2 0.0 46.7290 18.7120 -27.5030
8917 2 2 0.0 24.3410 18.7670 8.9130
8918 2 2 0.0 30.7740 18.7480 11.0890
8919 2 2 0.0 20.3980 18.7530 2.2190
8920 2 2 0.0 32.1610 18.8260 17.7510
8921 2 2 0.0 56.1450 18.8540 -2.8620
8922 2 2 0.0 48.1120 18.8120 -20.8340
8923 2 2 0.0 54.0390 18.7480 19.5430
8924 2 2 0.0 60.9170 18.8180 -20.9790
8925 2 2 0.0 68.7190 18.8390 -12.0890
8926 2 2 0.0 58.7720 18.7490 1.5750
8927 2 2 0.0 16.3890 18.6690 -8.9100
8928 2 2 0.0 55.7340 18.7800 -25.4010
8929 2 2 0.0 56.4950 18.7910 15.0850
8930 2 2 0.0 24.9980 18.6330 -24.8170
8931 2 2 0.0 27.8080 18.7550 -11.4010
8932 2 2 0.0 43.7650 18.7580 19.7420
8933 2 2 0.0 47.9780 18.7160 -29.7450
8934 2 2 0.0 58.4270 18.7700 -16.4610
8935 2 2 0.0 62.1610 18.8320 -23.2250
8936 2 2 0.0 30.6880 18.7910 6.6080
8937 2 2 0.0 32.0920 18.7610 13.3040
8938 2 2 0.0 23.7680 18.6410 -22.5420
8939 2 2 0.0 28.9640 18.7100 -18.1850
8940 2 2 0.0 64.8540 18.8180 -14.2910
8941 2 2 0.0 33.8230 18.6050 -31.7030
8942 2 2 0.0 56.2190 18.7860 1.6360
8943 2 2 0.0 51.2750 18.7360 10.7300
8944 2 2 0.0 38.4640 18.7670 10.9550
8945 2 2 0.0 37.2930 18.8100 17.6730
8946 2 2 0.0 25.5770 18.7450 6.6670
8947 2 2 0.0 15.1120 18.5560 -11.0950
8948 2 2 0.0 45.4110 18.7010 -29.7030
8949 2 2 0.0 22.4830 18.5350 -24.7250
8950 2 2 0.0 61.4150 18.7760 6.0030
8951 2 2 0.0 44.2340 18.7490 -22.9970
8952 2 2 0.0 54.3630 18.7390 -32.0530
8953 2 2 0.0 60.2820 18.7910 12.7530
8954 2 2 0.0 21.2530 18.5410 -22.4480
8955 2 2 0.0 22.6280 18.6680 -15.7810
8956 2 2 0.0 67.4070 18.8360 -14.3110
8957 2 2 0.0 23.1100 18.7740 11.1510
8958 2 2 0.0 54.9860 18.7830 3.9170
8959 2 2 0.0 56.6040 18.7500 19.4870
8960 2 2 0.0 51.9950 18.6380 -18.6050
8961 2 2 0.0 66.0950 18.8360 -16.5380
8962 2 2 0.0 45.5470 18.8120 -20.7960
8963 2 2 0.0 39.7060 18.7830 8.6800
8964 2 2 0.0 44.9110 18.7630 13.0850
8965 2 2 0.0 41.5250 18.6540 -31.8480
8966 2 2 0.0 29.3660 18.7930 4.3790
8967 2 2 0.0 47.5630 18.7990 17.4920
8968 2 2 0.0 32.6650 18.6610 -25.0070
8969 2 2 0.0 51.2030 18.8420 6.2500
8970 2 2 0.0 64.7840 18.8360 -18.7660
8971 2 2 0.0 26.4970 18.7230 -13.6250
8972 2 2 0.0 63.5420 18.8180 -16.5190
8973 2 2 0.0 21.7100 18.7600 4.4520
8974 2 2 0.0 21.6330 18.7280 -0.0310
8975 2 2 0.0 12.6490 18.5900 -6.6050
8976 2 2 0.0 29.5290 18.7740 13.3380
8977 2 2 0.0 63.4720 18.8360 -20.9960
8978 2 2 0.0 36.4670 18.6670 -27.3200
8979 2 2 0.0 25.1780 18.6880 -15.8460
8980 2 2 0.0 17.7760 18.7310 -2.2370
8981 2 2 0.0 62.2990 18.7890 -14.2620
8982 2 2 0.0 52.4420 18.8560 3.9770
8983 2 2 0.0 52.5120 18.7560 8.4670
8984 2 2 0.0 62.2290 18.8190 -18.7490
8985 2 2 0.0 66.1670 18.8200 -12.0640
8986 2 2 0.0 25.4960 18.7340 2.1780
8987 2 2 0.0 61.3220 18.7610 1.5110
8988 2 2 0.0 53.8390 18.7340 10.6800
8989 2 2 0.0 26.6280 18.8540 -4.5810
8990 2 2 0.0 25.2640 18.7160 -11.3440
