LAMMPS data file: diamond lathe fixture (rail + tool + two rotating grippers)

56268 atoms
3 atom types

-119.9000 97.2880 xlo xhi
-169.1030 127.0580 ylo yhi
-64.8650 78.4450 zlo zhi

Masses

1 12.0110  # C (diamond)
2 1.0080  # H (diamond surface termination)
3 63.5460          # Cu (workpiece, added later)

Atoms # full

32639 8 1 0.0 -38.1990 74.2780 -17.7330
32640 8 1 0.0 -37.4510 74.8150 -19.0010
32641 8 1 0.0 -35.9830 74.2480 -18.9920
32642 8 1 0.0 -35.2360 74.7840 -20.2600
32643 8 1 0.0 -38.1860 74.2800 -20.2750
32644 8 1 0.0 -37.4380 74.8150 -21.5430
32645 8 1 0.0 -35.9710 74.2500 -21.5360
32646 8 1 0.0 -35.2240 74.7850 -22.8040
32647 8 1 0.0 -38.1720 74.2780 -22.8180
32648 8 1 0.0 -37.4260 74.8120 -24.0870
32649 8 1 0.0 -35.9580 74.2510 -24.0800
32650 8 1 0.0 -35.2090 74.7860 -25.3500
32651 8 1 0.0 -38.1610 74.2750 -25.3640
32652 8 1 0.0 -37.3990 74.8250 -26.6080
32653 8 1 0.0 -35.9580 74.2320 -26.6020
32654 8 1 0.0 -33.8630 74.1700 -10.0880
32655 8 1 0.0 -33.0920 74.7330 -11.3330
32656 8 1 0.0 -31.6420 74.1480 -11.3450
32657 8 1 0.0 -30.8730 74.7070 -12.5880
32658 8 1 0.0 -33.8210 74.1980 -12.6110
32659 8 1 0.0 -33.0690 74.7380 -13.8810
32660 8 1 0.0 -31.6030 74.1700 -13.8670
32661 8 1 0.0 -30.8530 74.7090 -15.1400
32662 8 1 0.0 -33.7990 74.2050 -15.1580
32663 8 1 0.0 -33.0500 74.7440 -16.4280
32664 8 1 0.0 -31.5840 74.1750 -16.4170
32665 8 1 0.0 -30.8380 74.7140 -17.6880
32666 8 1 0.0 -33.7820 74.2120 -17.7050
32667 8 1 0.0 -33.0350 74.7490 -18.9750
32668 8 1 0.0 -31.5680 74.1810 -18.9650
32669 8 1 0.0 -30.8210 74.7190 -20.2350
32670 8 1 0.0 -33.7680 74.2160 -20.2510
32671 8 1 0.0 -33.0220 74.7530 -21.5200
32672 8 1 0.0 -31.5540 74.1870 -21.5130
32673 8 1 0.0 -30.8080 74.7240 -22.7850
32674 8 1 0.0 -33.7570 74.2200 -22.7950
32675 8 1 0.0 -33.0110 74.7560 -24.0640
32676 8 1 0.0 -31.5580 74.1720 -24.0340
32677 8 1 0.0 -33.7580 74.2050 -25.3150
32678 8 1 0.0 -29.4210 74.1230 -12.6040
32679 8 1 0.0 -28.6860 74.7000 -13.8530
32680 8 1 0.0 -29.3850 74.1430 -15.1300
32681 8 1 0.0 -28.6700 74.7050 -16.4020
32682 8 1 0.0 -29.3710 74.1500 -17.6780
32683 8 1 0.0 -28.6540 74.7120 -18.9490
32684 8 1 0.0 -29.3520 74.1560 -20.2250
32685 8 1 0.0 -28.6370 74.7160 -21.4980
32686 8 1 0.0 -29.3540 74.1400 -22.7510
32687 8 1 0.0 -44.0660 72.1850 -22.8190
32688 8 1 0.0 -44.7890 72.7680 -21.5710
32689 8 1 0.0 -44.0960 72.2010 -20.2910
32690 8 1 0.0 -44.8010 72.7650 -19.0190
32691 8 1 0.0 -44.1060 72.1940 -17.7390
32692 8 1 0.0 -44.8110 72.7550 -16.4670
32693 8 1 0.0 -44.1120 72.1810 -15.1860
32694 8 1 0.0 -44.8020 72.7400 -13.9130
32695 8 1 0.0 -44.0690 72.1670 -12.6580
32696 8 1 0.0 -39.6320 72.1360 -25.3470
32697 8 1 0.0 -41.8470 72.1630 -24.0840
32698 8 1 0.0 -40.3840 72.7070 -24.1010
32699 8 1 0.0 -39.6600 72.1590 -22.8250
32700 8 1 0.0 -42.6020 72.7310 -22.8410
32701 8 1 0.0 -41.8790 72.1830 -21.5610
32702 8 1 0.0 -40.4010 72.7090 -21.5560
32703 8 1 0.0 -39.6760 72.1590 -20.2810
32704 8 1 0.0 -42.6180 72.7300 -20.2900
32705 8 1 0.0 -41.8930 72.1800 -19.0140
32706 8 1 0.0 -40.4150 72.7080 -19.0120
32707 8 1 0.0 -39.6890 72.1560 -17.7390
32708 8 1 0.0 -42.6290 72.7260 -17.7440
32709 8 1 0.0 -41.9040 72.1740 -16.4720
32710 8 1 0.0 -40.4270 72.7040 -16.4720
32711 8 1 0.0 -39.6980 72.1490 -15.2020
32712 8 1 0.0 -42.6370 72.7210 -15.2030
32713 8 1 0.0 -41.9020 72.1730 -13.9400
32714 8 1 0.0 -40.4320 72.7010 -13.9400
32715 8 1 0.0 -39.7130 72.1400 -12.6710
32716 8 1 0.0 -42.6260 72.7230 -12.6680
32717 8 1 0.0 -41.8910 72.1470 -11.4360
32718 8 1 0.0 -40.4460 72.6940 -11.4140
32719 8 1 0.0 -39.7360 72.1140 -10.1710
32720 8 1 0.0 -37.4160 72.1080 -26.6130
32721 8 1 0.0 -35.9670 72.6690 -26.6040
32722 8 1 0.0 -35.2260 72.0990 -25.3530
32723 8 1 0.0 -38.1710 72.6780 -25.3670
32724 8 1 0.0 -37.4440 72.1290 -24.0900
32725 8 1 0.0 -35.9660 72.6510 -24.0820
32726 8 1 0.0 -35.2410 72.0980 -22.8050
32727 8 1 0.0 -38.1830 72.6820 -22.8190
32728 8 1 0.0 -37.4580 72.1310 -21.5440
32729 8 1 0.0 -35.9800 72.6520 -21.5360
32730 8 1 0.0 -35.2540 72.0990 -20.2590
32731 8 1 0.0 -38.1970 72.6830 -20.2750
32732 8 1 0.0 -37.4720 72.1300 -18.9990
32733 8 1 0.0 -35.9930 72.6500 -18.9900
32734 8 1 0.0 -35.2690 72.0940 -17.7120
32735 8 1 0.0 -38.2110 72.6800 -17.7320
32736 8 1 0.0 -37.4850 72.1240 -16.4570
32737 8 1 0.0 -36.0080 72.6440 -16.4440
32738 8 1 0.0 -35.2870 72.0840 -15.1630
32739 8 1 0.0 -38.2230 72.6740 -15.1920
32740 8 1 0.0 -37.5030 72.1140 -13.9160
32741 8 1 0.0 -36.0280 72.6340 -13.8980
32742 8 1 0.0 -35.3170 72.0690 -12.6130
32743 8 1 0.0 -38.2420 72.6660 -12.6570
32744 8 1 0.0 -37.5360 72.1040 -11.3790
32745 8 1 0.0 -36.0610 72.6200 -11.3520
32746 8 1 0.0 -35.3680 72.0490 -10.0600
32747 8 1 0.0 -38.2860 72.6570 -10.1230
32748 8 1 0.0 -37.6080 72.0690 -8.8610
32749 8 1 0.0 -36.1350 72.6140 -8.8340
32750 8 1 0.0 -33.7660 72.6410 -25.3170
32751 8 1 0.0 -33.0260 72.0660 -24.0650
32752 8 1 0.0 -31.5660 72.6070 -24.0330
32753 8 1 0.0 -30.8230 72.0320 -22.7830
32754 8 1 0.0 -33.7650 72.6180 -22.7950
32755 8 1 0.0 -33.0370 72.0640 -21.5190
32756 8 1 0.0 -31.5610 72.5840 -21.5100
32757 8 1 0.0 -30.8350 72.0290 -20.2310
32758 8 1 0.0 -33.7760 72.6170 -20.2490
32759 8 1 0.0 -33.0520 72.0600 -18.9700
32760 8 1 0.0 -31.5760 72.5810 -18.9610
32761 8 1 0.0 -30.8540 72.0230 -17.6790
32762 8 1 0.0 -33.7910 72.6120 -17.7010
32763 8 1 0.0 -33.0700 72.0530 -16.4190
32764 8 1 0.0 -31.5940 72.5740 -16.4090
32765 8 1 0.0 -30.8740 72.0140 -15.1260
32766 8 1 0.0 -33.8110 72.6030 -15.1500
32767 8 1 0.0 -33.0950 72.0410 -13.8660
32768 8 1 0.0 -31.6170 72.5630 -13.8570
32769 8 1 0.0 -30.9020 72.0050 -12.5700
32770 8 1 0.0 -33.8400 72.5910 -12.6000
32771 8 1 0.0 -33.1320 72.0290 -11.3120
32772 8 1 0.0 -31.6630 72.5780 -11.3330
32773 8 1 0.0 -33.8940 72.5980 -10.0750
32774 8 1 0.0 -29.3620 72.5740 -22.7480
32775 8 1 0.0 -28.6490 71.9840 -21.4930
32776 8 1 0.0 -29.3580 72.5530 -20.2210
32777 8 1 0.0 -28.6670 71.9790 -18.9400
32778 8 1 0.0 -29.3780 72.5470 -17.6700
32779 8 1 0.0 -28.6860 71.9690 -16.3880
32780 8 1 0.0 -29.3950 72.5380 -15.1200
32781 8 1 0.0 -28.7080 71.9600 -13.8340
32782 8 1 0.0 -29.4360 72.5520 -12.5930
32783 8 1 0.0 -44.0590 79.2080 -12.7060
32784 8 1 0.0 -44.7800 78.6240 -13.9530
32785 8 1 0.0 -44.0680 79.1880 -15.2270
32786 8 1 0.0 -44.7680 78.6240 -16.4990
32787 8 1 0.0 -44.0540 79.1890 -17.7690
32788 8 1 0.0 -44.7570 78.6240 -19.0400
32789 8 1 0.0 -44.0460 79.1870 -20.3110
32790 8 1 0.0 -44.7480 78.6210 -21.5860
32791 8 1 0.0 -44.0180 79.1980 -22.8330
32792 8 1 0.0 -39.6600 79.1610 -10.1540
32793 8 1 0.0 -41.8560 79.1890 -11.4320
32794 8 1 0.0 -40.4060 78.6030 -11.4020
32795 8 1 0.0 -39.6630 79.1450 -12.6720
32796 8 1 0.0 -42.6060 78.6280 -12.6750
32797 8 1 0.0 -41.8640 79.1700 -13.9490
32798 8 1 0.0 -40.3970 78.6050 -13.9440
32799 8 1 0.0 -39.6540 79.1480 -15.2120
32800 8 1 0.0 -42.5990 78.6290 -15.2210
32801 8 1 0.0 -41.8540 79.1720 -16.4900
32802 8 1 0.0 -40.3880 78.6070 -16.4840
32803 8 1 0.0 -39.6430 79.1490 -17.7530
32804 8 1 0.0 -42.5860 78.6290 -17.7630
32805 8 1 0.0 -41.8430 79.1710 -19.0330
32806 8 1 0.0 -40.3770 78.6070 -19.0250
32807 8 1 0.0 -39.6320 79.1480 -20.2930
32808 8 1 0.0 -42.5770 78.6280 -20.3050
32809 8 1 0.0 -41.8320 79.1660 -21.5750
32810 8 1 0.0 -40.3650 78.6040 -21.5650
32811 8 1 0.0 -39.6190 79.1420 -22.8330
32812 8 1 0.0 -42.5640 78.6210 -22.8510
32813 8 1 0.0 -41.8030 79.1770 -24.0920
32814 8 1 0.0 -40.3510 78.5970 -24.1070
32815 8 1 0.0 -39.5940 79.1510 -25.3510
32816 8 1 0.0 -37.4620 79.1340 -8.8690
32817 8 1 0.0 -36.0260 78.5280 -8.8570
32818 8 1 0.0 -35.2650 79.0900 -10.1010
32819 8 1 0.0 -38.2110 78.5740 -10.1170
32820 8 1 0.0 -37.4650 79.1150 -11.3880
32821 8 1 0.0 -35.9990 78.5470 -11.3760
32822 8 1 0.0 -35.2560 79.0880 -12.6470
32823 8 1 0.0 -38.1970 78.5760 -12.6620
32824 8 1 0.0 -37.4530 79.1180 -13.9310
32825 8 1 0.0 -35.9870 78.5470 -13.9200
32826 8 1 0.0 -35.2430 79.0890 -15.1890
32827 8 1 0.0 -38.1870 78.5790 -15.2040
32828 8 1 0.0 -37.4420 79.1210 -16.4720
32829 8 1 0.0 -35.9750 78.5500 -16.4620
32830 8 1 0.0 -35.2310 79.0910 -17.7310
32831 8 1 0.0 -38.1760 78.5810 -17.7440
32832 8 1 0.0 -37.4320 79.1220 -19.0130
32833 8 1 0.0 -35.9640 78.5510 -19.0040
32834 8 1 0.0 -35.2200 79.0920 -20.2720
32835 8 1 0.0 -38.1650 78.5810 -20.2850
32836 8 1 0.0 -37.4200 79.1200 -21.5540
32837 8 1 0.0 -35.9530 78.5520 -21.5450
32838 8 1 0.0 -35.2090 79.0920 -22.8140
32839 8 1 0.0 -38.1520 78.5770 -22.8260
32840 8 1 0.0 -37.4090 79.1150 -24.0960
32841 8 1 0.0 -35.9410 78.5510 -24.0870
32842 8 1 0.0 -35.1950 79.0900 -25.3580
32843 8 1 0.0 -38.1420 78.5710 -25.3700
32844 8 1 0.0 -37.3820 79.1250 -26.6150
32845 8 1 0.0 -35.9420 78.5280 -26.6060
32846 8 1 0.0 -33.8170 78.5010 -10.1180
32847 8 1 0.0 -33.0580 79.0630 -11.3630
32848 8 1 0.0 -31.6080 78.4740 -11.3750
32849 8 1 0.0 -30.8460 79.0350 -12.6170
32850 8 1 0.0 -33.7900 78.5180 -12.6370
32851 8 1 0.0 -33.0440 79.0590 -13.9060
32852 8 1 0.0 -31.5780 78.4900 -13.8930
32853 8 1 0.0 -30.8330 79.0310 -15.1640
32854 8 1 0.0 -33.7760 78.5170 -15.1790
32855 8 1 0.0 -33.0320 79.0590 -16.4480
32856 8 1 0.0 -31.5650 78.4890 -16.4370
32857 8 1 0.0 -30.8230 79.0320 -17.7080
32858 8 1 0.0 -33.7640 78.5190 -17.7210
32859 8 1 0.0 -33.0200 79.0610 -18.9910
32860 8 1 0.0 -31.5530 78.4910 -18.9820
32861 8 1 0.0 -30.8090 79.0340 -20.2510
32862 8 1 0.0 -33.7520 78.5210 -20.2630
32863 8 1 0.0 -33.0080 79.0630 -21.5320
32864 8 1 0.0 -31.5410 78.4950 -21.5250
32865 8 1 0.0 -30.7970 79.0350 -22.7980
32866 8 1 0.0 -33.7420 78.5240 -22.8040
32867 8 1 0.0 -32.9980 79.0640 -24.0740
32868 8 1 0.0 -31.5450 78.4750 -24.0430
32869 8 1 0.0 -33.7430 78.5050 -25.3220
32870 8 1 0.0 -29.3930 78.4490 -12.6330
32871 8 1 0.0 -28.6650 79.0320 -13.8810
32872 8 1 0.0 -29.3640 78.4650 -15.1550
32873 8 1 0.0 -28.6540 79.0320 -16.4270
32874 8 1 0.0 -29.3550 78.4670 -17.6980
32875 8 1 0.0 -28.6420 79.0350 -18.9680
32876 8 1 0.0 -29.3390 78.4700 -20.2410
32877 8 1 0.0 -28.6270 79.0340 -21.5140
32878 8 1 0.0 -29.3430 78.4500 -22.7630
32879 8 1 0.0 -44.0310 76.4650 -22.8260
32880 8 1 0.0 -44.7560 77.0530 -21.5820
32881 8 1 0.0 -44.0600 76.4860 -20.3030
32882 8 1 0.0 -44.7650 77.0560 -19.0350
32883 8 1 0.0 -44.0670 76.4840 -17.7590
32884 8 1 0.0 -44.7760 77.0540 -16.4930
32885 8 1 0.0 -44.0810 76.4820 -15.2170
32886 8 1 0.0 -44.7870 77.0530 -13.9470
32887 8 1 0.0 -44.0710 76.4660 -12.6970
32888 8 1 0.0 -39.6040 76.4160 -25.3460
32889 8 1 0.0 -41.8150 76.4420 -24.0870
32890 8 1 0.0 -40.3560 76.9940 -24.1040
32891 8 1 0.0 -39.6310 76.4430 -22.8270
32892 8 1 0.0 -42.5710 77.0170 -22.8470
32893 8 1 0.0 -41.8450 76.4680 -21.5670
32894 8 1 0.0 -40.3710 76.9990 -21.5610
32895 8 1 0.0 -39.6450 76.4450 -20.2860
32896 8 1 0.0 -42.5840 77.0200 -20.2990
32897 8 1 0.0 -41.8570 76.4670 -19.0240
32898 8 1 0.0 -40.3830 77.0010 -19.0190
32899 8 1 0.0 -39.6560 76.4450 -17.7450
32900 8 1 0.0 -42.5940 77.0200 -17.7560
32901 8 1 0.0 -41.8680 76.4660 -16.4820
32902 8 1 0.0 -40.3940 77.0000 -16.4780
32903 8 1 0.0 -39.6670 76.4430 -15.2050
32904 8 1 0.0 -42.6060 77.0200 -15.2150
32905 8 1 0.0 -41.8770 76.4680 -13.9410
32906 8 1 0.0 -40.4040 77.0000 -13.9390
32907 8 1 0.0 -39.6770 76.4420 -12.6650
32908 8 1 0.0 -42.6130 77.0210 -12.6700
32909 8 1 0.0 -41.8690 76.4460 -11.4240
32910 8 1 0.0 -40.4130 76.9970 -11.3970
32911 8 1 0.0 -39.6770 76.4160 -10.1470
32912 8 1 0.0 -37.3930 76.3900 -26.6110
32913 8 1 0.0 -35.9470 76.9600 -26.6040
32914 8 1 0.0 -35.2050 76.3870 -25.3520
32915 8 1 0.0 -38.1470 76.9660 -25.3680
32916 8 1 0.0 -37.4190 76.4160 -24.0890
32917 8 1 0.0 -35.9450 76.9430 -24.0830
32918 8 1 0.0 -35.2190 76.3870 -22.8060
32919 8 1 0.0 -38.1570 76.9730 -22.8220
32920 8 1 0.0 -37.4310 76.4170 -21.5460
32921 8 1 0.0 -35.9570 76.9450 -21.5400
32922 8 1 0.0 -35.2300 76.3870 -20.2640
32923 8 1 0.0 -38.1700 76.9740 -20.2800
32924 8 1 0.0 -37.4430 76.4170 -19.0050
32925 8 1 0.0 -35.9690 76.9440 -18.9980
32926 8 1 0.0 -35.2420 76.3840 -17.7210
32927 8 1 0.0 -38.1820 76.9740 -17.7390
32928 8 1 0.0 -37.4550 76.4150 -16.4630
32929 8 1 0.0 -35.9800 76.9410 -16.4550
32930 8 1 0.0 -35.2550 76.3800 -15.1780
32931 8 1 0.0 -38.1930 76.9710 -15.1980
32932 8 1 0.0 -37.4670 76.4110 -13.9220
32933 8 1 0.0 -35.9940 76.9370 -13.9120
32934 8 1 0.0 -35.2720 76.3740 -12.6340
32935 8 1 0.0 -38.2040 76.9690 -12.6560
32936 8 1 0.0 -37.4830 76.4070 -11.3780
32937 8 1 0.0 -36.0080 76.9320 -11.3680
32938 8 1 0.0 -35.2870 76.3700 -10.0860
32939 8 1 0.0 -38.2210 76.9640 -10.1100
32940 8 1 0.0 -37.4850 76.3820 -8.8570
32941 8 1 0.0 -36.0380 76.9510 -8.8480
32942 8 1 0.0 -33.7490 76.9350 -25.3180
32943 8 1 0.0 -33.0080 76.3580 -24.0670
32944 8 1 0.0 -31.5500 76.9050 -24.0370
32945 8 1 0.0 -30.8060 76.3280 -22.7890
32946 8 1 0.0 -33.7460 76.9140 -22.7990
32947 8 1 0.0 -33.0180 76.3560 -21.5230
32948 8 1 0.0 -31.5440 76.8840 -21.5180
32949 8 1 0.0 -30.8170 76.3270 -20.2400
32950 8 1 0.0 -33.7560 76.9140 -20.2570
32951 8 1 0.0 -33.0300 76.3530 -18.9800
32952 8 1 0.0 -31.5560 76.8830 -18.9740
32953 8 1 0.0 -30.8320 76.3240 -17.6950
32954 8 1 0.0 -33.7680 76.9110 -17.7130
32955 8 1 0.0 -33.0430 76.3490 -16.4350
32956 8 1 0.0 -31.5700 76.8790 -16.4280
32957 8 1 0.0 -30.8440 76.3190 -15.1490
32958 8 1 0.0 -33.7810 76.9070 -15.1690
32959 8 1 0.0 -33.0580 76.3440 -13.8910
32960 8 1 0.0 -31.5840 76.8750 -13.8830
32961 8 1 0.0 -30.8620 76.3170 -12.6000
32962 8 1 0.0 -33.7980 76.9030 -12.6260
32963 8 1 0.0 -33.0770 76.3430 -11.3460
32964 8 1 0.0 -31.6180 76.8980 -11.3650
32965 8 1 0.0 -33.8280 76.9240 -10.1080
32966 8 1 0.0 -29.3470 76.8770 -22.7560
32967 8 1 0.0 -28.6320 76.2860 -21.5030
32968 8 1 0.0 -29.3410 76.8590 -20.2330
32969 8 1 0.0 -28.6470 76.2820 -18.9550
32970 8 1 0.0 -29.3580 76.8560 -17.6880
32971 8 1 0.0 -28.6610 76.2770 -16.4100
32972 8 1 0.0 -29.3680 76.8520 -15.1440
32973 8 1 0.0 -28.6750 76.2740 -13.8620
32974 8 1 0.0 -29.4010 76.8720 -12.6220
32975 8 1 0.0 -45.4090 66.3480 -10.1480
32976 8 1 0.0 -42.9740 65.5380 -10.2500
32977 8 1 0.0 -44.4160 65.5570 -11.0260
32978 8 1 0.0 -42.4820 64.0390 -9.9300
32979 8 1 0.0 -44.9780 64.0780 -11.2420
32980 8 1 0.0 -43.0410 66.3050 -8.8770
32981 8 1 0.0 -43.6600 63.2000 -9.0760
32982 8 1 0.0 -45.0750 63.2160 -9.8270
32983 8 1 0.0 -44.1780 65.5530 -8.0670
32984 8 1 0.0 -45.5550 65.5760 -8.8050
32985 8 1 0.0 -43.7480 64.0830 -7.7550
32986 8 1 0.0 -46.1050 64.1300 -9.0180
32987 8 1 0.0 -41.6400 66.2820 -8.0490
32988 8 1 0.0 -39.1050 65.4680 -7.8860
32989 8 1 0.0 -40.4820 65.4990 -8.7770
32990 8 1 0.0 -38.7050 63.9710 -7.5510
32991 8 1 0.0 -41.0610 64.0200 -9.0990
32992 8 1 0.0 -39.3960 66.2240 -6.5700
32993 8 1 0.0 -39.9490 63.1100 -6.8800
32994 8 1 0.0 -41.3050 63.1590 -7.7240
32995 8 1 0.0 -40.5390 65.4430 -5.8390
32996 8 1 0.0 -41.8470 65.5000 -6.6920
32997 8 1 0.0 -40.1530 63.9520 -5.5380
32998 8 1 0.0 -42.3900 64.0540 -6.9720
32999 8 1 0.0 -45.3490 70.7780 -10.2270
33000 8 1 0.0 -42.8640 69.9750 -10.3130
33001 8 1 0.0 -44.3040 69.9990 -11.0920
33002 8 1 0.0 -42.3450 68.5170 -9.9770
33003 8 1 0.0 -44.8440 68.5520 -11.2940
33004 8 1 0.0 -42.9140 70.7180 -8.9160
33005 8 1 0.0 -43.4800 67.7860 -9.1600
33006 8 1 0.0 -44.8940 67.8030 -9.9180
33007 8 1 0.0 -44.0670 70.0430 -8.1080
33008 8 1 0.0 -45.4540 70.0630 -8.8570
33009 8 1 0.0 -43.5970 68.5890 -7.8040
33010 8 1 0.0 -45.9620 68.6160 -9.0830
33011 8 1 0.0 -41.5360 70.6990 -8.1040
33012 8 1 0.0 -38.9590 69.9120 -7.9280
33013 8 1 0.0 -40.3360 69.9350 -8.8180
33014 8 1 0.0 -38.5680 68.4440 -7.5680
33015 8 1 0.0 -40.9190 68.4940 -9.1330
33016 8 1 0.0 -39.2230 70.6840 -6.5960
33017 8 1 0.0 -39.7890 67.7080 -6.8850
33018 8 1 0.0 -41.1310 67.7460 -7.7640
33019 8 1 0.0 -40.3990 69.9810 -5.8600
33020 8 1 0.0 -41.7190 70.0080 -6.7190
33021 8 1 0.0 -40.0000 68.5130 -5.5400
33022 8 1 0.0 -42.2480 68.5690 -7.0050
33023 8 1 0.0 -44.0500 83.5410 -12.7320
33024 8 1 0.0 -44.7680 82.9500 -13.9780
33025 8 1 0.0 -44.0580 83.5160 -15.2530
33026 8 1 0.0 -44.7550 82.9460 -16.5230
33027 8 1 0.0 -44.0440 83.5140 -17.7940
33028 8 1 0.0 -44.7450 82.9450 -19.0640
33029 8 1 0.0 -44.0370 83.5100 -20.3360
33030 8 1 0.0 -44.7360 82.9390 -21.6090
33031 8 1 0.0 -44.0090 83.5200 -22.8570
33032 8 1 0.0 -39.6500 83.4980 -10.1800
33033 8 1 0.0 -41.8470 83.5230 -11.4570
33034 8 1 0.0 -40.3960 82.9320 -11.4240
33035 8 1 0.0 -39.6540 83.4760 -12.6960
33036 8 1 0.0 -42.5970 82.9560 -12.6980
33037 8 1 0.0 -41.8560 83.4990 -13.9730
33038 8 1 0.0 -40.3880 82.9320 -13.9660
33039 8 1 0.0 -39.6460 83.4770 -15.2360
33040 8 1 0.0 -42.5880 82.9540 -15.2440
33041 8 1 0.0 -41.8460 83.4990 -16.5150
33042 8 1 0.0 -40.3780 82.9320 -16.5070
33043 8 1 0.0 -39.6360 83.4760 -17.7770
33044 8 1 0.0 -42.5760 82.9530 -17.7860
33045 8 1 0.0 -41.8350 83.4970 -19.0580
33046 8 1 0.0 -40.3680 82.9310 -19.0480
33047 8 1 0.0 -39.6250 83.4740 -20.3180
33048 8 1 0.0 -42.5670 82.9500 -20.3280
33049 8 1 0.0 -41.8240 83.4910 -21.6000
33050 8 1 0.0 -40.3560 82.9260 -21.5880
33051 8 1 0.0 -39.6120 83.4670 -22.8570
33052 8 1 0.0 -42.5540 82.9400 -22.8740
33053 8 1 0.0 -41.7950 83.4990 -24.1160
33054 8 1 0.0 -40.3430 82.9160 -24.1290
33055 8 1 0.0 -39.5870 83.4740 -25.3740
33056 8 1 0.0 -37.4520 83.4780 -8.8970
33057 8 1 0.0 -36.0130 82.8730 -8.8860
33058 8 1 0.0 -35.2550 83.4350 -10.1320
33059 8 1 0.0 -38.2000 82.9090 -10.1420
33060 8 1 0.0 -37.4570 83.4510 -11.4150
33061 8 1 0.0 -35.9890 82.8840 -11.4040
33062 8 1 0.0 -35.2480 83.4260 -12.6760
33063 8 1 0.0 -38.1870 82.9060 -12.6860
33064 8 1 0.0 -37.4460 83.4500 -13.9570
33065 8 1 0.0 -35.9790 82.8780 -13.9470
33066 8 1 0.0 -35.2360 83.4220 -15.2170
33067 8 1 0.0 -38.1780 82.9060 -15.2270
33068 8 1 0.0 -37.4360 83.4500 -16.4970
33069 8 1 0.0 -35.9680 82.8780 -16.4880
33070 8 1 0.0 -35.2250 83.4220 -17.7580
33071 8 1 0.0 -38.1680 82.9070 -17.7680
33072 8 1 0.0 -37.4250 83.4500 -19.0380
33073 8 1 0.0 -35.9570 82.8780 -19.0280
33074 8 1 0.0 -35.2140 83.4210 -20.2980
33075 8 1 0.0 -38.1570 82.9050 -20.3080
33076 8 1 0.0 -37.4140 83.4470 -21.5780
33077 8 1 0.0 -35.9470 82.8770 -21.5680
33078 8 1 0.0 -35.2040 83.4200 -22.8380
33079 8 1 0.0 -38.1450 82.9000 -22.8480
33080 8 1 0.0 -37.4030 83.4400 -24.1190
33081 8 1 0.0 -35.9350 82.8750 -24.1100
33082 8 1 0.0 -35.1900 83.4160 -25.3820
33083 8 1 0.0 -38.1360 82.8910 -25.3920
33084 8 1 0.0 -37.3770 83.4480 -26.6370
33085 8 1 0.0 -35.9370 82.8490 -26.6270
33086 8 1 0.0 -33.8050 82.8460 -10.1500
33087 8 1 0.0 -33.0500 83.4080 -11.3950
33088 8 1 0.0 -31.5980 82.8190 -11.4080
33089 8 1 0.0 -30.8380 83.3810 -12.6490
33090 8 1 0.0 -33.7810 82.8560 -12.6660
33091 8 1 0.0 -33.0370 83.3980 -13.9360
33092 8 1 0.0 -31.5690 82.8290 -13.9230
33093 8 1 0.0 -30.8270 83.3720 -15.1950
33094 8 1 0.0 -33.7680 82.8500 -15.2070
33095 8 1 0.0 -33.0250 83.3940 -16.4770
33096 8 1 0.0 -31.5580 82.8240 -16.4660
33097 8 1 0.0 -30.8170 83.3690 -17.7370
33098 8 1 0.0 -33.7570 82.8500 -17.7480
33099 8 1 0.0 -33.0150 83.3940 -19.0180
33100 8 1 0.0 -31.5470 82.8230 -19.0090
33101 8 1 0.0 -30.8040 83.3690 -20.2790
33102 8 1 0.0 -33.7460 82.8490 -20.2880
33103 8 1 0.0 -33.0040 83.3940 -21.5580
33104 8 1 0.0 -31.5360 82.8240 -21.5510
33105 8 1 0.0 -30.7940 83.3670 -22.8250
33106 8 1 0.0 -33.7370 82.8500 -22.8280
33107 8 1 0.0 -32.9940 83.3920 -24.0990
33108 8 1 0.0 -31.5420 82.8020 -24.0660
33109 8 1 0.0 -33.7390 82.8280 -25.3440
33110 8 1 0.0 -29.3840 82.7950 -12.6650
33111 8 1 0.0 -28.6580 83.3810 -13.9130
33112 8 1 0.0 -29.3560 82.8070 -15.1860
33113 8 1 0.0 -28.6490 83.3760 -16.4580
33114 8 1 0.0 -29.3490 82.8050 -17.7270
33115 8 1 0.0 -28.6380 83.3760 -18.9980
33116 8 1 0.0 -29.3340 82.8050 -20.2680
33117 8 1 0.0 -28.6240 83.3720 -21.5420
33118 8 1 0.0 -29.3390 82.7810 -22.7880
33119 8 1 0.0 -44.0140 80.7690 -22.8420
33120 8 1 0.0 -44.7390 81.3650 -21.6000
33121 8 1 0.0 -44.0420 80.7950 -20.3210
33122 8 1 0.0 -44.7480 81.3710 -19.0550
33123 8 1 0.0 -44.0490 80.7970 -17.7790
33124 8 1 0.0 -44.7590 81.3720 -16.5140
33125 8 1 0.0 -44.0630 80.7990 -15.2370
33126 8 1 0.0 -44.7690 81.3740 -13.9680
33127 8 1 0.0 -44.0540 80.7820 -12.7150
33128 8 1 0.0 -39.5900 80.7220 -25.3590
33129 8 1 0.0 -41.7990 80.7470 -24.1000
33130 8 1 0.0 -40.3430 81.3050 -24.1200
33131 8 1 0.0 -39.6160 80.7540 -22.8420
33132 8 1 0.0 -42.5560 81.3280 -22.8640
